prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
data_class_advanced_003,data_class,advanced,Scientific Computing,Data Class,1,74,2,100.0,1,0,0,85,Duplicated Code;God Class / Large Class;Long Parameter List;Temporary Field,1,0,deepseek-coder-6.7b,en
data_class_advanced_004,data_class,advanced,General Software,Data Class,1,74,2,100.0,0,0,0,77,Duplicated Code;God Class / Large Class;Temporary Field,1,0,deepseek-coder-6.7b,en
data_class_advanced_005,data_class,advanced,E-commerce,Data Class,1,40,2,100.0,1,0,0,38,Data Class;Duplicated Code;Long Parameter List,1,1,deepseek-coder-6.7b,en
data_class_basic_001,data_class,basic,E-commerce,Data Class,1,58,2,100.0,0,0,0,18,Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
data_class_basic_002,data_class,basic,Finance,Data Class,1,36,2,100.0,0,0,0,12,Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
data_class_basic_003,data_class,basic,Healthcare,Data Class,1,47,2,100.0,0,0,0,24,Comments (as smell indicator);Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,1,1,deepseek-coder-6.7b,en
data_class_basic_004,data_class,basic,Scientific Computing,Data Class,1,26,2,100.0,0,0,0,12,Data Class;Duplicated Code;Global State;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
data_class_basic_005,data_class,basic,General Software,Data Class,1,20,2,100.0,0,0,0,1,Global State,1,0,deepseek-coder-6.7b,en
data_class_basic_006,data_class,basic,E-commerce,Data Class,1,58,2,100.0,0,0,0,18,Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
data_class_intermediate_001,data_class,intermediate,Finance,Data Class,1,98,2,100.0,1,0,0,119,Duplicated Code;God Class / Large Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
data_class_intermediate_002,data_class,intermediate,Healthcare,Data Class,1,72,2,100.0,1,0,0,38,Comments (as smell indicator);Duplicated Code;God Class / Large Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
data_class_intermediate_003,data_class,intermediate,Scientific Computing,Data Class,1,83,2,100.0,1,0,0,94,Duplicated Code;God Class / Large Class;Long Parameter List;Temporary Field,1,0,deepseek-coder-6.7b,en
data_class_intermediate_004,data_class,intermediate,General Software,Data Class,1,42,2,100.0,1,0,0,31,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
data_class_intermediate_005,data_class,intermediate,E-commerce,Data Class,1,82,2,100.0,1,0,0,69,Duplicated Code;God Class / Large Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
data_clumps_advanced_001,data_clumps,advanced,Healthcare,Data Clumps,1,28,2,100.0,1,0,0,8,Duplicated Code;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
data_clumps_advanced_002,data_clumps,advanced,Scientific Computing,Data Clumps,1,34,2,100.0,1,0,0,7,Duplicated Code;Global State;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
data_clumps_advanced_003,data_clumps,advanced,General Software,Data Clumps,1,41,3,53.36,1,0,0,8,Data Class;Duplicated Code;Lazy Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
data_clumps_advanced_004,data_clumps,advanced,E-commerce,Data Clumps,1,36,2,100.0,1,0,0,11,Data Class;Duplicated Code;Lazy Class;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
data_clumps_advanced_005,data_clumps,advanced,Finance,Data Clumps,1,28,2,100.0,1,0,0,8,Duplicated Code;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
data_clumps_advanced_006,data_clumps,advanced,Healthcare,Data Clumps,1,34,2,100.0,1,0,0,7,Duplicated Code;Global State;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
data_clumps_basic_001,data_clumps,basic,E-commerce,Data Clumps,1,17,4,93.89,1,0,0,3,Long Method;Long Parameter List;Switch Statements,1,0,deepseek-coder-6.7b,en
data_clumps_basic_002,data_clumps,basic,Finance,Data Clumps,1,16,1,100.0,0,0,0,3,Data Clumps;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
data_clumps_basic_003,data_clumps,basic,Healthcare,Data Clumps,1,14,1,100.0,1,0,0,6,Comments (as smell indicator);Data Clumps;Duplicated Code;Long Parameter List,1,1,deepseek-coder-6.7b,en
data_clumps_basic_004,data_clumps,basic,Scientific Computing,Data Clumps,1,25,3,57.37,4,0,0,7,Data Clumps;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
data_clumps_basic_005,data_clumps,basic,General Software,Data Clumps,1,15,1,100.0,0,0,0,11,Data Clumps;Duplicated Code;Long Parameter List,1,1,deepseek-coder-6.7b,en
data_clumps_basic_006,data_clumps,basic,E-commerce,Data Clumps,1,38,1,100.0,3,3,0,16,Data Clumps;Duplicated Code;Long Parameter List,1,1,deepseek-coder-6.7b,en
data_clumps_intermediate_001,data_clumps,intermediate,Finance,Data Clumps,1,52,4,44.28,0,0,0,16,Data Class;Duplicated Code;Feature Envy;Lazy Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
data_clumps_intermediate_002,data_clumps,intermediate,Healthcare,Data Clumps,1,46,2,63.99,0,0,0,10,Duplicated Code;Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
data_clumps_intermediate_003,data_clumps,intermediate,Scientific Computing,Data Clumps,1,36,2,100.0,2,0,0,8,Data Class;Data Clumps;Duplicated Code;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
data_clumps_intermediate_004,data_clumps,intermediate,General Software,Data Clumps,1,35,4,77.7,2,0,0,13,Global State;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
data_clumps_intermediate_005,data_clumps,intermediate,E-commerce,Data Clumps,1,80,3,69.77,1,0,0,25,Data Class;Duplicated Code;Feature Envy;Global State;Lazy Class;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
data_clumps_intermediate_006,data_clumps,intermediate,Finance,Data Clumps,1,52,4,44.28,0,0,0,16,Data Class;Duplicated Code;Feature Envy;Lazy Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
dead_code_advanced_001,dead_code,advanced,Finance,Dead Code,1,46,3,64.01,1,0,0,12,Data Class;Duplicated Code;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
dead_code_advanced_002,dead_code,advanced,Healthcare,Dead Code,1,37,2,100.0,2,0,0,13,Dead Code;Duplicated Code;Global State;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
dead_code_advanced_003,dead_code,advanced,Scientific Computing,Dead Code,1,48,2,100.0,0,0,0,36,Data Class;Duplicated Code;Lazy Class;Long Parameter List;Middle Man,1,0,deepseek-coder-6.7b,en
dead_code_advanced_004,dead_code,advanced,General Software,Dead Code,1,66,3,60.8,0,0,0,20,Data Class;Duplicated Code;Lazy Class;Long Parameter List;Speculative Generality,1,0,deepseek-coder-6.7b,en
dead_code_advanced_005,dead_code,advanced,E-commerce,Dead Code,1,46,3,64.01,1,0,0,12,Data Class;Duplicated Code;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
dead_code_basic_001,dead_code,basic,E-commerce,Dead Code,1,18,2,100.0,0,0,0,3,Duplicated Code;Global State;Speculative Generality,1,0,deepseek-coder-6.7b,en
dead_code_basic_002,dead_code,basic,Finance,Dead Code,1,13,1,100.0,0,0,0,6,Duplicated Code,1,0,deepseek-coder-6.7b,en
dead_code_basic_003,dead_code,basic,Healthcare,Dead Code,1,53,2,65.88,0,0,0,10,Duplicated Code,1,0,deepseek-coder-6.7b,en
dead_code_basic_004,dead_code,basic,Scientific Computing,Dead Code,1,17,2,100.0,0,0,0,1,Global State,1,0,deepseek-coder-6.7b,en
dead_code_basic_005,dead_code,basic,General Software,Dead Code,1,18,2,65.59,0,0,0,6,Duplicated Code,1,0,deepseek-coder-6.7b,en
dead_code_basic_006,dead_code,basic,E-commerce,Dead Code,1,18,2,100.0,0,0,0,3,Duplicated Code;Global State;Speculative Generality,1,0,deepseek-coder-6.7b,en
dead_code_intermediate_001,dead_code,intermediate,Finance,Dead Code,1,53,3,52.54,0,0,0,44,Data Class;Duplicated Code;Feature Envy;Lazy Class;Middle Man,1,0,deepseek-coder-6.7b,en
dead_code_intermediate_002,dead_code,intermediate,Healthcare,Dead Code,1,54,4,59.83,0,0,0,9,Data Class;Feature Envy;Global State;Lazy Class;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
dead_code_intermediate_003,dead_code,intermediate,Scientific Computing,Dead Code,1,43,4,70.28,1,0,0,5,Dead Code;Duplicated Code,1,1,deepseek-coder-6.7b,en
dead_code_intermediate_004,dead_code,intermediate,General Software,Dead Code,1,31,2,100.0,1,0,0,5,Dead Code;Duplicated Code;Global State;Speculative Generality,1,1,deepseek-coder-6.7b,en
dead_code_intermediate_005,dead_code,intermediate,E-commerce,Dead Code,1,28,1,93.57,2,0,0,3,Dead Code;Global State,1,1,deepseek-coder-6.7b,en
deep_nesting_advanced_001,deep_nesting,advanced,Healthcare,Deep Nesting,1,15,9,82.93,7,0,0,1,Deep Nesting,1,1,deepseek-coder-6.7b,en
deep_nesting_advanced_002,deep_nesting,advanced,Scientific Computing,Deep Nesting,1,11,9,73.96,8,0,0,2,Deep Nesting;Long Parameter List,1,1,deepseek-coder-6.7b,en
deep_nesting_advanced_003,deep_nesting,advanced,General Software,Deep Nesting,1,10,8,100.0,8,1,0,2,Deep Nesting;Long Parameter List,1,1,deepseek-coder-6.7b,en
deep_nesting_advanced_004,deep_nesting,advanced,E-commerce,Deep Nesting,1,72,1,79.7,1,0,0,8,Deep Nesting;Global State;Long Method,1,1,deepseek-coder-6.7b,en
deep_nesting_advanced_005,deep_nesting,advanced,Finance,Deep Nesting,1,15,9,88.83,10,0,0,8,Deep Nesting;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
deep_nesting_advanced_006,deep_nesting,advanced,Healthcare,Deep Nesting,1,15,9,82.93,7,0,0,1,Deep Nesting,1,1,deepseek-coder-6.7b,en
deep_nesting_basic_001,deep_nesting,basic,E-commerce,Deep Nesting,1,35,12,46.94,9,0,0,11,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,1,1,deepseek-coder-6.7b,en
deep_nesting_basic_002,deep_nesting,basic,Finance,Deep Nesting,1,35,5,91.14,4,4,0,11,Comments (as smell indicator);Duplicated Code,1,0,deepseek-coder-6.7b,en
deep_nesting_basic_003,deep_nesting,basic,Healthcare,Deep Nesting,1,7,5,100.0,4,0,0,6,Dead Code;Deep Nesting;Long Parameter List,1,1,deepseek-coder-6.7b,en
deep_nesting_basic_004,deep_nesting,basic,Scientific Computing,Deep Nesting,1,16,3,91.79,1,0,1,2,Dead Code;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
deep_nesting_basic_005,deep_nesting,basic,General Software,Deep Nesting,1,14,12,100.0,6,0,0,6,Dead Code;Deep Nesting,1,1,deepseek-coder-6.7b,en
deep_nesting_basic_006,deep_nesting,basic,E-commerce,Deep Nesting,1,35,12,46.94,9,0,0,11,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings;Switch Statements,1,1,deepseek-coder-6.7b,en
deep_nesting_intermediate_001,deep_nesting,intermediate,Finance,Deep Nesting,1,26,12,67.72,1,0,0,2,Global State;Long Method,1,0,deepseek-coder-6.7b,en
deep_nesting_intermediate_002,deep_nesting,intermediate,Healthcare,Deep Nesting,1,17,8,78.15,0,0,0,1,Deep Nesting,1,1,deepseek-coder-6.7b,en
deep_nesting_intermediate_003,deep_nesting,intermediate,Scientific Computing,Deep Nesting,1,32,6,81.99,4,0,0,5,Deep Nesting;Global State;Long Method;Long Parameter List,1,1,deepseek-coder-6.7b,en
deep_nesting_intermediate_004,deep_nesting,intermediate,General Software,Deep Nesting,1,39,6,77.82,0,0,0,17,Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
deep_nesting_intermediate_005,deep_nesting,intermediate,E-commerce,Deep Nesting,1,64,14,63.44,4,0,0,2,Deep Nesting;Long Method,1,1,deepseek-coder-6.7b,en
deep_nesting_intermediate_006,deep_nesting,intermediate,Finance,Deep Nesting,1,26,12,67.72,1,0,0,2,Global State;Long Method,1,0,deepseek-coder-6.7b,en
duplicated_code_advanced_001,duplicated_code,advanced,General Software,Duplicated Code,1,57,7,65.53,5,0,0,14,Duplicated Code;Global State;Magic Numbers/Strings;Speculative Generality;Switch Statements,1,1,deepseek-coder-6.7b,en
duplicated_code_advanced_002,duplicated_code,advanced,E-commerce,Duplicated Code,1,65,4,69.62,0,0,0,10,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_advanced_003,duplicated_code,advanced,Finance,Duplicated Code,1,53,3,83.87,3,0,0,10,Data Class;Data Clumps;Duplicated Code;Lazy Class,1,1,deepseek-coder-6.7b,en
duplicated_code_advanced_004,duplicated_code,advanced,Healthcare,Duplicated Code,1,91,3,60.43,0,0,0,21,Duplicated Code;Global State;Lazy Class,1,1,deepseek-coder-6.7b,en
duplicated_code_advanced_005,duplicated_code,advanced,Scientific Computing,Duplicated Code,1,56,3,86.37,1,0,0,9,Comments (as smell indicator);Dead Code;Duplicated Code;Global State,1,1,deepseek-coder-6.7b,en
duplicated_code_advanced_006,duplicated_code,advanced,General Software,Duplicated Code,1,57,7,65.53,5,0,0,14,Duplicated Code;Global State;Magic Numbers/Strings;Speculative Generality;Switch Statements,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_001,duplicated_code,basic,E-commerce,Duplicated Code,1,17,3,59.1,3,0,0,3,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_002,duplicated_code,basic,Finance,Duplicated Code,1,10,1,94.96,0,0,0,3,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_003,duplicated_code,basic,Healthcare,Duplicated Code,1,17,2,59.89,0,0,0,1,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_004,duplicated_code,basic,Scientific Computing,Duplicated Code,1,65,2,100.0,2,0,0,9,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_005,duplicated_code,basic,General Software,Duplicated Code,1,40,3,78.61,2,0,0,7,Duplicated Code;Global State,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_006,duplicated_code,basic,E-commerce,Duplicated Code,1,29,2,100.0,4,0,0,3,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_basic_007,duplicated_code,basic,Finance,Duplicated Code,1,17,3,59.1,3,0,0,3,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_001,duplicated_code,intermediate,Healthcare,Duplicated Code,1,57,3,66.6,11,0,0,15,Data Clumps;Duplicated Code;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_002,duplicated_code,intermediate,Scientific Computing,Duplicated Code,1,51,3,58.15,9,0,0,9,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_003,duplicated_code,intermediate,General Software,Duplicated Code,1,63,4,54.13,2,0,0,19,Data Class;Dead Code;Duplicated Code;Global State;Lazy Class;Long Method;Magic Numbers/Strings;Switch Statements,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_004,duplicated_code,intermediate,E-commerce,Duplicated Code,1,47,3,78.27,0,0,0,3,Duplicated Code,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_005,duplicated_code,intermediate,Finance,Duplicated Code,1,55,2,68.86,1,0,0,13,Duplicated Code;Global State;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_006,duplicated_code,intermediate,Healthcare,Duplicated Code,1,57,3,66.6,11,0,0,15,Data Clumps;Duplicated Code;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
duplicated_code_intermediate_007,duplicated_code,intermediate,Scientific Computing,Duplicated Code,1,51,3,58.15,9,0,0,9,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
feature_envy_advanced_001,feature_envy,advanced,Healthcare,Feature Envy,1,35,9,83.3,2,0,0,2,Feature Envy;Long Method,1,1,deepseek-coder-6.7b,en
feature_envy_advanced_002,feature_envy,advanced,Scientific Computing,Feature Envy,1,28,2,100.0,0,0,0,0,,1,0,deepseek-coder-6.7b,en
feature_envy_advanced_003,feature_envy,advanced,General Software,Feature Envy,1,43,11,81.68,6,0,0,7,Comments (as smell indicator);Feature Envy;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
feature_envy_advanced_004,feature_envy,advanced,E-commerce,Feature Envy,1,36,2,100.0,1,0,0,2,Long Method;Long Parameter List,1,0,deepseek-coder-6.7b,en
feature_envy_advanced_005,feature_envy,advanced,Finance,Feature Envy,1,16,2,100.0,1,0,0,2,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,en
feature_envy_advanced_006,feature_envy,advanced,Healthcare,Feature Envy,1,35,9,83.3,2,0,0,2,Feature Envy;Long Method,1,1,deepseek-coder-6.7b,en
feature_envy_basic_001,feature_envy,basic,E-commerce,Feature Envy,1,20,2,100.0,0,0,0,7,Data Class;Feature Envy;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
feature_envy_basic_002,feature_envy,basic,Finance,Feature Envy,1,9,2,100.0,0,0,0,1,Feature Envy,1,1,deepseek-coder-6.7b,en
feature_envy_basic_003,feature_envy,basic,Healthcare,Feature Envy,1,7,3,69.28,0,0,0,1,Feature Envy,1,1,deepseek-coder-6.7b,en
feature_envy_basic_004,feature_envy,basic,Scientific Computing,Feature Envy,1,9,2,100.0,0,0,0,1,Feature Envy,1,1,deepseek-coder-6.7b,en
feature_envy_basic_005,feature_envy,basic,General Software,Feature Envy,1,8,3,100.0,1,0,0,1,Long Parameter List,1,0,deepseek-coder-6.7b,en
feature_envy_basic_006,feature_envy,basic,E-commerce,Feature Envy,1,26,3,72.96,0,0,0,5,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,en
feature_envy_intermediate_001,feature_envy,intermediate,Finance,Feature Envy,1,17,2,100.0,0,0,0,0,,1,0,deepseek-coder-6.7b,en
feature_envy_intermediate_002,feature_envy,intermediate,Healthcare,Feature Envy,1,11,2,100.0,6,0,6,7,Dead Code;Feature Envy,1,1,deepseek-coder-6.7b,en
feature_envy_intermediate_003,feature_envy,intermediate,Scientific Computing,Feature Envy,1,22,2,100.0,1,0,0,4,Data Class;Feature Envy;Lazy Class;Long Parameter List,1,1,deepseek-coder-6.7b,en
feature_envy_intermediate_004,feature_envy,intermediate,General Software,Feature Envy,1,22,2,100.0,0,0,0,1,Long Method,1,0,deepseek-coder-6.7b,en
feature_envy_intermediate_005,feature_envy,intermediate,E-commerce,Feature Envy,1,19,2,100.0,0,0,0,1,Comments (as smell indicator),1,0,deepseek-coder-6.7b,en
feature_envy_intermediate_006,feature_envy,intermediate,Finance,Feature Envy,1,17,2,100.0,0,0,0,0,,1,0,deepseek-coder-6.7b,en
global_state_advanced_001,global_state,advanced,Finance,Global State,1,134,2,100.0,0,0,0,118,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
global_state_advanced_002,global_state,advanced,Healthcare,Global State,1,65,2,100.0,0,0,0,34,Data Class;Duplicated Code;Lazy Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
global_state_advanced_003,global_state,advanced,Scientific Computing,Global State,1,106,3,42.3,0,0,0,34,Data Class;Duplicated Code;Lazy Class,1,0,deepseek-coder-6.7b,en
global_state_advanced_004,global_state,advanced,General Software,Global State,1,54,2,100.0,0,0,0,50,Data Class;Duplicated Code;God Class / Large Class;Speculative Generality;Temporary Field,1,0,deepseek-coder-6.7b,en
global_state_advanced_005,global_state,advanced,E-commerce,Global State,1,134,2,100.0,0,0,0,118,Duplicated Code;Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
global_state_basic_001,global_state,basic,E-commerce,Global State,1,37,1,100.0,6,0,0,21,Dead Code;Duplicated Code;Global State,1,1,deepseek-coder-6.7b,en
global_state_basic_002,global_state,basic,Finance,Global State,0,10,0,,2,0,0,0,,1,0,deepseek-coder-6.7b,en
global_state_basic_003,global_state,basic,Healthcare,Global State,1,30,2,72.0,0,0,0,4,Duplicated Code;Global State,1,1,deepseek-coder-6.7b,en
global_state_basic_004,global_state,basic,Scientific Computing,Global State,0,30,0,,2,0,0,1,Duplicated Code,1,0,deepseek-coder-6.7b,en
global_state_basic_005,global_state,basic,General Software,Global State,1,45,2,84.45,6,0,0,12,Duplicated Code;Temporary Field,1,0,deepseek-coder-6.7b,en
global_state_basic_006,global_state,basic,E-commerce,Global State,1,37,1,100.0,6,0,0,21,Dead Code;Duplicated Code;Global State,1,1,deepseek-coder-6.7b,en
global_state_intermediate_001,global_state,intermediate,Finance,Global State,1,41,6,63.74,1,0,0,8,Duplicated Code;Speculative Generality;Switch Statements;Temporary Field,1,0,deepseek-coder-6.7b,en
global_state_intermediate_002,global_state,intermediate,Healthcare,Global State,1,42,2,66.82,0,0,0,17,Duplicated Code;Global State;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
global_state_intermediate_003,global_state,intermediate,Scientific Computing,Global State,1,51,2,100.0,0,0,0,73,Data Class;Duplicated Code;God Class / Large Class;Temporary Field,1,0,deepseek-coder-6.7b,en
global_state_intermediate_004,global_state,intermediate,General Software,Global State,1,55,2,100.0,0,0,0,8,Comments (as smell indicator);Global State;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
global_state_intermediate_005,global_state,intermediate,E-commerce,Global State,1,56,4,83.7,3,2,0,12,Global State;Long Method;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,en
god_class_advanced_001,god_class,advanced,General Software,God Class / Large Class,1,72,4,59.12,0,0,0,25,Duplicated Code;God Class / Large Class;Speculative Generality,1,1,deepseek-coder-6.7b,en
god_class_advanced_002,god_class,advanced,E-commerce,God Class / Large Class,1,52,2,100.0,0,0,0,40,Data Class;Duplicated Code;Lazy Class,1,0,deepseek-coder-6.7b,en
god_class_advanced_003,god_class,advanced,Finance,God Class / Large Class,1,69,2,44.13,0,0,0,44,Duplicated Code;God Class / Large Class,1,1,deepseek-coder-6.7b,en
god_class_advanced_004,god_class,advanced,Healthcare,God Class / Large Class,1,72,2,100.0,0,0,0,89,Duplicated Code;God Class / Large Class,1,1,deepseek-coder-6.7b,en
god_class_advanced_005,god_class,advanced,Scientific Computing,God Class / Large Class,1,42,2,100.0,0,0,0,31,Duplicated Code;God Class / Large Class;Temporary Field,1,1,deepseek-coder-6.7b,en
god_class_advanced_006,god_class,advanced,General Software,God Class / Large Class,1,56,2,100.0,0,0,0,23,Data Class;Duplicated Code;Lazy Class,1,0,deepseek-coder-6.7b,en
god_class_basic_001,god_class,basic,E-commerce,God Class / Large Class,1,66,3,41.05,0,0,0,34,Duplicated Code;God Class / Large Class,1,1,deepseek-coder-6.7b,en
god_class_basic_002,god_class,basic,Finance,God Class / Large Class,1,42,2,100.0,0,0,0,18,Duplicated Code;Global State;Speculative Generality,1,0,deepseek-coder-6.7b,en
god_class_basic_003,god_class,basic,Healthcare,God Class / Large Class,1,44,3,63.29,0,0,0,12,Data Class;Duplicated Code;Feature Envy;Lazy Class;Long Parameter List,1,0,deepseek-coder-6.7b,en
god_class_basic_004,god_class,basic,Scientific Computing,God Class / Large Class,1,42,2,75.33,5,0,0,10,Duplicated Code,1,0,deepseek-coder-6.7b,en
god_class_basic_005,god_class,basic,General Software,God Class / Large Class,1,46,9,46.18,0,0,0,10,Duplicated Code;Switch Statements,1,0,deepseek-coder-6.7b,en
god_class_basic_006,god_class,basic,E-commerce,God Class / Large Class,1,37,3,58.61,1,0,0,13,Duplicated Code;Feature Envy,1,0,deepseek-coder-6.7b,en
god_class_basic_007,god_class,basic,Finance,God Class / Large Class,1,49,3,48.24,0,0,0,7,Duplicated Code,1,0,deepseek-coder-6.7b,en
god_class_intermediate_001,god_class,intermediate,Healthcare,God Class / Large Class,1,54,2,100.0,0,0,0,40,Duplicated Code;God Class / Large Class;Magic Numbers/Strings;Speculative Generality,1,1,deepseek-coder-6.7b,en
god_class_intermediate_002,god_class,intermediate,Scientific Computing,God Class / Large Class,1,44,2,54.65,0,0,0,36,Duplicated Code;God Class / Large Class,1,1,deepseek-coder-6.7b,en
god_class_intermediate_003,god_class,intermediate,General Software,God Class / Large Class,1,65,2,100.0,0,0,0,84,Duplicated Code;God Class / Large Class;Middle Man,1,1,deepseek-coder-6.7b,en
god_class_intermediate_004,god_class,intermediate,E-commerce,God Class / Large Class,0,1,0,,35,0,0,0,,1,0,deepseek-coder-6.7b,en
god_class_intermediate_005,god_class,intermediate,Finance,God Class / Large Class,1,70,2,100.0,3,0,0,52,Duplicated Code;God Class / Large Class;Middle Man,1,1,deepseek-coder-6.7b,en
god_class_intermediate_006,god_class,intermediate,Healthcare,God Class / Large Class,1,54,2,100.0,0,0,0,40,Duplicated Code;God Class / Large Class;Magic Numbers/Strings;Speculative Generality,1,1,deepseek-coder-6.7b,en
god_class_intermediate_007,god_class,intermediate,Scientific Computing,God Class / Large Class,1,44,2,54.65,0,0,0,36,Duplicated Code;God Class / Large Class,1,1,deepseek-coder-6.7b,en
inappropriate_intimacy_advanced_001,inappropriate_intimacy,advanced,Healthcare,Inappropriate Intimacy,0,40,0,,1,0,0,12,Duplicated Code,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_advanced_002,inappropriate_intimacy,advanced,Scientific Computing,Inappropriate Intimacy,1,86,2,100.0,0,0,0,148,Data Class;Data Clumps;Duplicated Code;Long Parameter List;Middle Man,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_advanced_003,inappropriate_intimacy,advanced,General Software,Inappropriate Intimacy,1,56,2,75.26,0,0,0,17,Duplicated Code;Speculative Generality,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_advanced_004,inappropriate_intimacy,advanced,E-commerce,Inappropriate Intimacy,1,36,2,78.51,0,0,0,9,Data Class;Duplicated Code;Feature Envy;Lazy Class,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_advanced_005,inappropriate_intimacy,advanced,Finance,Inappropriate Intimacy,1,50,3,100.0,0,0,0,17,Data Class;Duplicated Code;Temporary Field,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_advanced_006,inappropriate_intimacy,advanced,Healthcare,Inappropriate Intimacy,0,40,0,,1,0,0,12,Duplicated Code,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_basic_001,inappropriate_intimacy,basic,E-commerce,Inappropriate Intimacy,1,48,2,100.0,0,0,0,35,Data Class;Duplicated Code;Global State;Magic Numbers/Strings;Middle Man,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_basic_002,inappropriate_intimacy,basic,Finance,Inappropriate Intimacy,1,20,2,100.0,0,0,0,13,Data Class;Duplicated Code,1,0,deepseek-coder-6.7b,en
inappropriate_intimacy_basic_003,inappropriate_intimacy,basic,Healthcare,Inappropriate Intimacy,1,18,2,100.0,0,0,0,3,Data Class;Lazy Class,1,0,deepseek-coder-6.7b,en
